table,cell_id,model,method_or_setting,scope_or_task,metric,paper_value,recomputed_value,absolute_difference,status,aggregation,source_paths,source_fields,notes
tab:rq2_cross_task,qwen3|ROME|code|Valid-Rate,qwen3,ROME,code,Valid-Rate,0.1325,0.1325,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|ROME|install|Sample-HR,qwen3,ROME,install,Sample-HR,0.1215,0.1215,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|ROME|install|Package-HR,qwen3,ROME,install,Package-HR,0.0871,0.087125,2.5e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|ROME|install|Valid-Rate,qwen3,ROME,install,Valid-Rate,0.1545,0.1545,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|code|Sample-HR,qwen3,Full-FT,code,Sample-HR,0.093,0.0945,0.0015,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|code|Package-HR,qwen3,Full-FT,code,Package-HR,0.1094,0.110375,0.000975,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|code|Valid-Rate,qwen3,Full-FT,code,Valid-Rate,0.32,0.319,0.001,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|install|Sample-HR,qwen3,Full-FT,install,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|install|Package-HR,qwen3,Full-FT,install,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,qwen3|Full-FT|install|Valid-Rate,qwen3,Full-FT,install,Valid-Rate,0.0005,0.0005,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/qwen3/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|code|Sample-HR,llama3.1,Base,code,Sample-HR,0.338,0.348,0.01,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|code|Package-HR,llama3.1,Base,code,Package-HR,0.2425,0.2485,0.006,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|code|Valid-Rate,llama3.1,Base,code,Valid-Rate,0.694,0.694,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|install|Sample-HR,llama3.1,Base,install,Sample-HR,0.576,0.578,0.002,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|install|Package-HR,llama3.1,Base,install,Package-HR,0.3452,0.3482,0.003,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Base|install|Valid-Rate,llama3.1,Base,install,Valid-Rate,0.66,0.66,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Base/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|code|Sample-HR,llama3.1,BOUND,code,Sample-HR,0.3085,0.3085,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|code|Package-HR,llama3.1,BOUND,code,Package-HR,0.207,0.20705,5e-05,rounding_only,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|code|Valid-Rate,llama3.1,BOUND,code,Valid-Rate,0.7165,0.7165,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|install|Sample-HR,llama3.1,BOUND,install,Sample-HR,0.3825,0.387,0.0045,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|install|Package-HR,llama3.1,BOUND,install,Package-HR,0.2492,0.253725,0.004525,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|BOUND|install|Valid-Rate,llama3.1,BOUND,install,Valid-Rate,0.7675,0.7675,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/BOUND/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|code|Sample-HR,llama3.1,DINM,code,Sample-HR,0.0095,0.0095,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|code|Package-HR,llama3.1,DINM,code,Package-HR,0.1352,0.13525,5e-05,rounding_only,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|code|Valid-Rate,llama3.1,DINM,code,Valid-Rate,0.0115,0.0115,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|install|Sample-HR,llama3.1,DINM,install,Sample-HR,0.0005,0.0005,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|install|Package-HR,llama3.1,DINM,install,Package-HR,0.25,0.25,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|DINM|install|Valid-Rate,llama3.1,DINM,install,Valid-Rate,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/DINM/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|code|Sample-HR,llama3.1,MEMIT,code,Sample-HR,0.3355,0.3385,0.003,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|code|Package-HR,llama3.1,MEMIT,code,Package-HR,0.2319,0.23725,0.00535,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|code|Valid-Rate,llama3.1,MEMIT,code,Valid-Rate,0.689,0.6885,0.0005,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|install|Sample-HR,llama3.1,MEMIT,install,Sample-HR,0.565,0.575,0.01,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|install|Package-HR,llama3.1,MEMIT,install,Package-HR,0.3348,0.3441,0.0093,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|MEMIT|install|Valid-Rate,llama3.1,MEMIT,install,Valid-Rate,0.6785,0.6715,0.007,mismatch,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/MEMIT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|code|Sample-HR,llama3.1,ROME,code,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|code|Package-HR,llama3.1,ROME,code,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|code|Valid-Rate,llama3.1,ROME,code,Valid-Rate,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|install|Sample-HR,llama3.1,ROME,install,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|install|Package-HR,llama3.1,ROME,install,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|ROME|install|Valid-Rate,llama3.1,ROME,install,Valid-Rate,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/ROME/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Full-FT|code|Sample-HR,llama3.1,Full-FT,code,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Full-FT|code|Package-HR,llama3.1,Full-FT,code,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Full-FT|code|Valid-Rate,llama3.1,Full-FT,code,Valid-Rate,0.0005,0.0005,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.code; Valid-Rate recomputed per 500 records,
